Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y,pit_GS,pit_IP
윤석원,투수,32,31,6,0,0,2,1,0,2,34,41,43.45,198,60,16,0,5,15,2,1,9,5,1,4,15.92,6.38,12.629999999999999,3.73,키움 히어로즈,15071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7300,-0.19,-15431,키움 히어로즈,1.0,17.1
이명종,투수,55,53,14,0,0,5,6,0,1,43,44,48.849999999999994,318,86,15,0,9,29,6,1,30,2,0,1,13.39,5.37,14.120000000000001,3.85,키움 히어로즈,15073.0,0.0,45.0,2.0,57.0,2.0,8.0,0.0,100.0,1.58,0.0,0.0,10500,0.14,33130,키움 히어로즈,0.0,11.0
박영현,투수,134,134,63,0,0,13,5,29,32,53,56,60.55,618,126,18,3,15,45,2,6,166,5,2,2,6.27,2.99,6.720000000000001,2.25,KT 위즈,15089.0,0.0,133.0,0.0,151.3,9.0,12.0,1.0,100.0,2.49,0.0,0.0,22100,1.98,3078,KT 위즈,0.0,76.2
이병헌,투수,113,113,10,0,0,6,1,1,27,35,41,47.8,411,86,14,1,5,56,4,1,85,2,1,5,7.5600000000000005,5.33,9.05,3.19,두산 베어스,15099.0,0.0,76.0,0.0,65.1,2.0,13.0,1.0,0.0,2.07,0.0,0.0,6700,-0.08,-36906,두산 베어스,0.0,65.1
최지강,투수,80,80,8,0,0,5,2,1,17,31,32,37.05,324,64,11,2,6,44,7,2,59,4,0,3,8.56,5.32,10.399999999999999,3.08,두산 베어스,15127.0,0.0,52.0,0.0,50.0,2.0,9.0,1.0,0.0,1.98,0.0,0.0,6400,0.01,333572,두산 베어스,0.0,50.0
벤자민,투수,57,0,0,0,0,26,14,0,0,140,169,163.60000000000002,1323,290,48,5,40,93,7,3,313,25,0,15,8.17,4.44,8.02,2.4699999999999998,KT 위즈,15143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000,2.9,34443,KT 위즈,28.0,149.2
페냐,투수,41,0,0,0,0,14,16,0,0,97,110,106.55,922,190,34,5,20,79,18,1,176,14,4,17,9.87,4.16,9.89,2.8,한화 이글스,15146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000,4.2,13083,한화 이글스,9.0,37.1
브랜든,투수,32,0,0,0,0,18,7,0,0,55,68,65.25,742,155,24,2,7,41,16,0,175,12,0,5,5.61,2.92,5.96,2.2,두산 베어스,15153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98000,3.61,6369,두산 베어스,14.0,75.0
김서현,투수,57,56,6,0,0,1,2,1,10,34,40,38.099999999999994,292,53,10,4,1,55,11,1,69,3,1,6,11.01,8.06,9.95,3.6499999999999995,한화 이글스,15421.0,0.0,57.0,1.0,60.2,0.0,9.0,0.0,100.0,2.7800000000000002,0.0,0.0,6300,-0.24,-12563,한화 이글스,0.0,38.1
윤영철,투수,43,1,0,0,0,15,11,0,0,93,103,98.69999999999999,890,206,41,4,18,91,2,1,132,12,1,5,8.23,4.33,9.809999999999999,2.9299999999999997,KIA 타이거즈,15432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000,2.27,1322,KIA 타이거즈,18.0,81.2
곽도규,투수,85,85,5,0,0,4,2,2,16,33,35,39.6,309,57,9,0,4,44,6,1,78,5,0,8,12.05,8.49,8.280000000000001,3.44,KIA 타이거즈,15435.0,0.0,67.0,0.0,55.2,3.0,7.0,3.0,0.0,1.62,0.0,0.0,6300,-0.15,-19656,KIA 타이거즈,0.0,55.2
이준호,투수,55,51,17,0,0,6,7,0,2,58,63,67.2,387,103,15,1,10,41,7,0,61,3,0,2,12.31,6.25,10.92,3.45,NC 다이노스,15455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,-0.18,-16725,NC 다이노스,2.0,49.1
이로운,투수,112,112,28,0,0,7,4,1,14,73,82,81.15,545,134,22,3,11,72,4,6,93,7,0,6,11.57,6.09,10.3,3.62,SSG 랜더스,15461.0,0.0,58.0,0.0,56.0,1.0,3.0,0.0,0.0,0.64,0.0,0.0,10400,-0.15,-20115,SSG 랜더스,0.0,56.0
송영진,투수,43,14,3,0,0,8,13,0,0,94,109,102.80000000000001,676,158,28,3,13,82,3,0,105,12,4,16,11.5,6.65,10.09,3.2699999999999996,SSG 랜더스,15462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,0.08,39439,SSG 랜더스,20.0,99.1
김동규,투수,10,8,1,0,0,0,2,0,0,24,26,25.3,66,13,1,0,2,26,4,0,2,2,0,8,153.0,153.0,132.79999999999998,34.5,LG 트윈스,15485.0,0.0,8.0,2.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15100,-0.17,-17377,키움 히어로즈,0.0,0.1
박명근,투수,90,89,15,0,0,6,5,6,17,47,51,52.349999999999994,356,78,13,1,10,40,9,2,53,9,0,1,11.469999999999999,5.44,12.39,3.12,LG 트윈스,15486.0,0.0,85.0,1.0,76.2,2.0,6.0,0.0,100.0,1.76,0.0,0.0,9500,-0.31,-9820,LG 트윈스,0.0,25.1
이호성,투수,21,7,1,0,0,3,4,0,0,42,44,44.2,295,77,17,2,10,36,2,0,39,1,0,4,10.05,2.65,11.71,3.2800000000000002,삼성 라이온즈,15496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200,0.62,4873,삼성 라이온즈,12.0,45.0
김유성,투수,24,17,6,0,0,1,2,0,0,27,30,27.4,177,34,10,0,3,36,4,0,35,2,0,5,16.38,9.95,16.24,4.7,두산 베어스,15509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,-0.15,-19572,두산 베어스,7.0,28.0
강건,투수,8,7,5,0,0,0,1,1,0,6,6,7.55,52,12,2,1,1,7,1,0,11,1,0,1,12.6,1.35,11.41,4.05,KT 위즈,15527.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,0.16,19023,KT 위즈,1.0,4.0
후라도,투수,60,0,0,0,0,21,16,0,0,125,142,139.9,1542,349,46,4,26,73,18,0,316,27,1,8,6.01,3.14,6.99,2.26,키움 히어로즈,15531.0,0.0,30.0,30.0,183.2,13.0,37.0,0.0,100.0,2.45,0.0,0.0,205000,7.12,11938,키움 히어로즈,30.0,190.1
와이드너,투수,21,1,0,0,0,7,5,0,0,58,65,63.099999999999994,495,112,22,0,7,40,6,1,99,7,0,3,9.079999999999998,10.17,7.33,2.66,삼성 라이온즈,15536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119600,1.71,34903,삼성 라이온즈,0.0,0.0
산체스,투수,35,0,0,0,0,9,11,0,0,78,90,86.6,785,196,32,1,15,49,16,3,155,11,1,5,8.01,4.43,7.74,2.8200000000000003,한화 이글스,15643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000,2.51,15960,한화 이글스,11.0,53.1
엘리아스,투수,44,2,1,0,0,15,13,0,0,110,117,112.69999999999999,1073,266,36,1,25,63,12,1,197,15,0,3,7.78,3.97,8.34,2.58,SSG 랜더스,15644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000,3.54,15247,SSG 랜더스,21.0,123.2
